source_layer,source_id,damaged_flag,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,lon,lat,google_maps
caraballeda_east,9583,1,1.0,1.0,0.704718891138452,0.6193316763325049,0.0,-66.8426608,10.6164061,"https://www.google.com/maps/search/?api=1&query=10.6164061,-66.8426608"
caraballeda_east,9715,1,1.0,1.0,0.9821428571428571,0.7281900625878145,0.0,-66.8468984,10.6183403,"https://www.google.com/maps/search/?api=1&query=10.6183403,-66.8468984"
caraballeda_east,9722,1,1.0,1.0,0.8631807550952222,0.6397364771151179,0.0,-66.8474427,10.6183287,"https://www.google.com/maps/search/?api=1&query=10.6183287,-66.8474427"
caraballeda_east,9737,1,1.0,1.0,0.7807456872565387,0.6427868650842454,0.0,-66.8442461,10.6168167,"https://www.google.com/maps/search/?api=1&query=10.6168167,-66.8442461"
caraballeda_east,9746,1,1.0,1.0,0.7157499145883157,0.5584879162034057,0.0,-66.8444601,10.6168817,"https://www.google.com/maps/search/?api=1&query=10.6168817,-66.8444601"
caraballeda_east,9806,1,1.0,1.0,0.8786919831223629,0.6291294273419398,0.0,-66.844903,10.6178495,"https://www.google.com/maps/search/?api=1&query=10.6178495,-66.8449030"
caraballeda_east,9808,1,1.0,1.0,0.5951529598728645,0.5053976365378473,0.0,-66.8447553,10.6179018,"https://www.google.com/maps/search/?api=1&query=10.6179018,-66.8447553"
caraballeda_east,9829,1,1.0,1.0,0.7714159682399647,0.6247328244274809,0.0,-66.8478433,10.6179961,"https://www.google.com/maps/search/?api=1&query=10.6179961,-66.8478433"
caraballeda_east,9830,1,1.0,1.0,0.8987384356602187,0.5885872066267832,0.0,-66.8476829,10.6182463,"https://www.google.com/maps/search/?api=1&query=10.6182463,-66.8476829"
caraballeda_east,9836,1,1.0,1.0,0.7811447811447811,0.710291493158834,0.0,-66.8469254,10.6184598,"https://www.google.com/maps/search/?api=1&query=10.6184598,-66.8469254"
caraballeda_east,9838,1,1.0,1.0,0.7625634739975485,0.6233104102442495,0.0,-66.8469156,10.6186979,"https://www.google.com/maps/search/?api=1&query=10.6186979,-66.8469156"
caraballeda_east,9841,1,1.0,1.0,0.7237460815047022,0.6500222349278953,0.0,-66.846927,10.6187622,"https://www.google.com/maps/search/?api=1&query=10.6187622,-66.8469270"
caraballeda_east,9843,1,1.0,1.0,0.8864516129032258,0.7908996832763648,0.0,-66.847071,10.6189265,"https://www.google.com/maps/search/?api=1&query=10.6189265,-66.8470710"
caraballeda_east,9846,1,1.0,1.0,0.8324514991181657,0.6342853524159331,0.0,-66.8472006,10.6186733,"https://www.google.com/maps/search/?api=1&query=10.6186733,-66.8472006"
